idcrs,model_name,name,context,def,number_of_dependencies,dependencies
1225,xkgl,CR10,<InstanceType-Operation{380}>,"self.ownedParameter->forAll(p1,p2:<root/types/UMLLoader3/Parameter>| p1 <> p2 implies p1.name <> p2.name)",3,"CR09 && CR11 && CR14 &&"
1226,xkgl,CR11,<InstanceType-Operation{380}>,"self.ownedParameter->forAll(p:<root/types/UMLLoader3/Parameter>|p.type <> null and self.owner.isTypeOf(<root/types/UMLLoader3/Class>) implies (p.type.namespace = self.owner.asType(<root/types/UMLLoader3/Class>).namespace))",4,"CR09 && CR10 && CR02 && CR14 &&"
1227,xkgl,CR12,<InstanceType-Generalization{621}>,"self.source->forAll(e1: <root/types/UMLLoader3/Element> | e1.isKindOf(<root/types/UMLLoader3/NamedElement>) implies self.target->forAll(e2 : <root/types/UMLLoader3/Element> | e2.isKindOf(<root/types/UMLLoader3/NamedElement>) and e1.asType(<root/types/UMLLoader3/NamedElement>).namespace = e2.asType(<root/types/UMLLoader3/NamedElement> ).namespace))",0,"CR12 has no dependencies"
1228,xkgl,CR13,<InstanceType-Transition{483}>,"let classifier : <root/types/UMLLoader3/BehavioredClassifier> = self.owner.asType(<root/types/UMLLoader3/Region>).stateMachine.context in (self.owner.asType(<root/types/UMLLoader3/Region>).stateMachine <> null implies classifier.isTypeOf(<root/types/UMLLoader3/Class>) implies classifier.asType(<root/types/UMLLoader3/Class>).ownedOperation->exists(o:<root/types/UMLLoader3/Operation> | o.name = self.name))",7,"CR01 && CR09 && CR16 && CR19 && CR26 && CR18 && CR20 &&"
1229,xkgl,CR14,<InstanceType-Operation{380}>,"self.ownedParameter->select(p : <root/types/UMLLoader3/Parameter> | p.direction.name = 'return')->size() <= 1",3,"CR09 && CR10 && CR11 &&"
1230,xkgl,CR15,<InstanceType-Lifeline{834}>,self.represents.type.isTypeOf(<root/types/UMLLoader3/Class>),3,"CR01 && CR27 && CR16 &&"
1231,xkgl,CR16,<InstanceType-Message{837}>,"self.receiveEvent.asType(<root/types/UMLLoader3/InteractionFragment>).covered->forAll(r|r.represents.type.isTypeOf(<root/types/UMLLoader3/Class>) implies r.represents.type.asType(<root/types/UMLLoader3/Class>).ownedBehavior->exists(ob| ob.asType(<root/types/UMLLoader3/StateMachine>).region->exists(re|re.asType(<root/types/UMLLoader3/Region>).transition->exists(t|t.name=self.name))))",8,"CR01 && CR15 && CR27 && CR19 && CR17 && CR13 && CR18 && CR20 &&"
1232,xkgl,CR17,<InstanceType-Lifeline{834}>,"self.coveredBy->asList().size() > 0 implies self.coveredBy->asList()->first().asType(<root/types/UMLLoader3/InteractionFragment>).covered->isEmpty()",2,"CR01 && CR16 &&"
1233,xkgl,CR18,<InstanceType-Operation{380}>,"allInstances(<root/types/UMLLoader3/Action>)->exists(a1: <root/types/UMLLoader3/Action>|  allInstances(<root/types/UMLLoader3/Message>)->exists(m1: <root/types/UMLLoader3/Message>| (a1.name = self.name) and (m1.name = self.name) implies a1.name = m1.name))",6,"CR01 && CR09 && CR16 && CR19 && CR13 && CR20 &&"
1234,xkgl,CR19,<InstanceType-Message{837}>,"allInstances(<root/types/UMLLoader3/Operation>)->forAll(op:<root/types/UMLLoader3/Operation>| self.name = op.name implies not op.isAbstract)",7,"CR01 && CR09 && CR16 && CR26 && CR13 && CR18 && CR20 &&"
1235,xkgl,CR20,<InstanceType-Message{837}>,"allInstances(<root/types/UMLLoader3/Operation>)->forAll(op:<root/types/UMLLoader3/Operation>| op.name = self.name implies ((self.visibility.name = 'public') and (op.visibility.name = 'public')) or ((self.visibility.name = 'private') and (op.visibility.name = 'private')) or ((self.visibility.name = 'protected') and (op.visibility.name = 'protected')))",7,"CR01 && CR09 && CR16 && CR19 && CR08 && CR13 && CR18 &&"
1236,xkgl,CR21,<InstanceType-Class{379}>,"allInstances(<root/types/UMLLoader3/Activity>)->exists(at:<root/types/UMLLoader3/Activity>|self.name = at.name)",2,"CR23 && CR22 &&"
1237,xkgl,CR22,<InstanceType-UseCase{636}>,"allInstances(<root/types/UMLLoader3/Class>)->exists(ct:<root/types/UMLLoader3/Class>| ct.name = self.name)",3,"CR21 && CR23 && CR24 &&"
1238,xkgl,CR23,<InstanceType-InteractionFragment{833}>,"allInstances(<root/types/UMLLoader3/Class>)->exists(ct:<root/types/UMLLoader3/Class>| ct.name = self.name)",3,"CR21 && CR22 && CR24 &&"
1239,xkgl,CR24,<InstanceType-InteractionFragment{833}>,"allInstances(<root/types/UMLLoader3/UseCase>)->exists(ut:<root/types/UMLLoader3/UseCase>| ut.name = self.name)",2,"CR23 && CR22 &&"
1240,xkgl,CR25,<InstanceType-CreateLinkObjectAction{1204}>,"allInstances(<root/types/UMLLoader3/Association>)->forAll(at:<root/types/UMLLoader3/Association>|  at.name = self.name implies self.result = at)",0,"CR25 has no dependencies"
1241,xkgl,CR26,<InstanceType-Class{379}>,"self.isAbstract = true implies  self.ownedOperation->forAll(o:<root/types/UMLLoader3/Operation>| o.isAbstract)",5,"CR01 && CR09 && CR27 && CR19 && CR13 &&"
1242,xkgl,CR27,<InstanceType-Lifeline{834}>,"allInstances(<root/types/UMLLoader3/Interface>)->forAll(it:<root/types/UMLLoader3/Interface>| self <> it implies allInstances(<root/types/UMLLoader3/Class>)->select(ct:<root/types/UMLLoader3/Class>| ct.isAbstract)->forAll(ab:<root/types/UMLLoader3/Class>| ab <> self.represents.type))",4,"CR01 && CR15 && CR16 && CR26 &&"
1243,JavaGame,CR01,<InstanceType-Message{710}>,"self.receiveEvent.asType(<root/types/UMLLoader3/InteractionFragment>).covered->forAll(r|r.represents.type.isTypeOf(<root/types/UMLLoader3/Class>) implies r.represents.type.asType(<root/types/UMLLoader3/Class>).ownedOperation->exists(op| op.name=self.name))",10,"CR15 && CR26 && CR17 && CR16 && CR20 && CR09 && CR19 && CR13 && CR27 && CR18 &&"
1244,JavaGame,CR02,<InstanceType-Association{523}>,"self.memberEnd.size() > 0 implies self.memberEnd->forAll(p | p.type <> null implies p.type.namespace = self.namespace)",3,"CR11 && CR03 && CR04 &&"
1245,JavaGame,CR03,<InstanceType-Association{523}>,"self.memberEnd->forAll(p1,p2 : <root/types/UMLLoader3/Property>| p1 <> p2 implies p1.name <> p2.name)",3,"CR02 && CR04 && CR05 &&"
1246,JavaGame,CR04,<InstanceType-Association{523}>,"self.memberEnd->size() > 0 implies self.memberEnd->select(p | p.aggregation.name = 'composite')->size() <= 1 or self.memberEnd->select(m | m.aggregation.name = 'shared')->size() <= 1",3,"CR02 && CR06 && CR03 &&"
1247,JavaGame,CR05,<InstanceType-Class{379}>,"self.ownedAttribute->forAll(p1,p2:<root/types/UMLLoader3/Property> | p1 <> p2 implies p1.name <> p2.name)",1,"CR03 &&"
1248,JavaGame,CR06,<InstanceType-Property{359}>,"(self.association <> null and self.aggregation.name='composite') implies (self.upper >= 0 and self.upper <= 1)",2,"CR08 && CR04 &&"
1249,JavaGame,CR07,<InstanceType-Package{327}>,"self.packagedElement->forAll(e1,e2:<root/types/UMLLoader3/PackageableElement> | (e1 <> e2) and (e1.name <> '' and e2.name <> '') implies (e1.name <> e2.name))",0,"CR07 has no dependencies"
1250,JavaGame,CR08,<InstanceType-Interface{386}>,"self.ownedAttribute->forAll(pr: <root/types/UMLLoader3/Property>| pr.association <> null or pr.visibility.name = 'public') and self.ownedOperation->forAll(o:<root/types/UMLLoader3/Operation>| o.visibility.name = 'public')",2,"CR20 && CR06 &&"
1251,JavaGame,CR09,<InstanceType-Class{379}>,"self.ownedOperation->forAll( o1,o2 : <root/types/UMLLoader3/Operation> | o1 <> o2 implies (o1.name <> o2.name or o1.ownedParameter->size() <> o2.ownedParameter->size() or o1.ownedParameter->exists(t1:<root/types/UMLLoader3/Type> | o2.ownedParameter->excludes(t1)) or o2.ownedParameter->exists(t2:<root/types/UMLLoader3/Type> | o1.ownedParameter->excludes(t2))))",9,"CR26 && CR20 && CR11 && CR14 && CR10 && CR01 && CR19 && CR13 && CR18 &&"
1252,JavaGame,CR10,<InstanceType-Operation{380}>,"self.ownedParameter->forAll(p1,p2:<root/types/UMLLoader3/Parameter>| p1 <> p2 implies p1.name <> p2.name)",3,"CR09 && CR11 && CR14 &&"
1253,JavaGame,CR11,<InstanceType-Operation{380}>,"self.ownedParameter->forAll(p:<root/types/UMLLoader3/Parameter>|p.type <> null and self.owner.isTypeOf(<root/types/UMLLoader3/Class>) implies (p.type.namespace = self.owner.asType(<root/types/UMLLoader3/Class>).namespace))",4,"CR02 && CR09 && CR14 && CR10 &&"
1254,JavaGame,CR12,<InstanceType-Generalization{621}>,"self.source->forAll(e1: <root/types/UMLLoader3/Element> | e1.isKindOf(<root/types/UMLLoader3/NamedElement>) implies self.target->forAll(e2 : <root/types/UMLLoader3/Element> | e2.isKindOf(<root/types/UMLLoader3/NamedElement>) and e1.asType(<root/types/UMLLoader3/NamedElement>).namespace = e2.asType(<root/types/UMLLoader3/NamedElement> ).namespace))",0,"CR12 has no dependencies"
1255,JavaGame,CR13,<InstanceType-Transition{483}>,"let classifier : <root/types/UMLLoader3/BehavioredClassifier> = self.owner.asType(<root/types/UMLLoader3/Region>).stateMachine.context in (self.owner.asType(<root/types/UMLLoader3/Region>).stateMachine <> null implies classifier.isTypeOf(<root/types/UMLLoader3/Class>) implies classifier.asType(<root/types/UMLLoader3/Class>).ownedOperation->exists(o:<root/types/UMLLoader3/Operation> | o.name = self.name))",7,"CR26 && CR16 && CR20 && CR09 && CR01 && CR19 && CR18 &&"
1256,JavaGame,CR14,<InstanceType-Operation{380}>,"self.ownedParameter->select(p : <root/types/UMLLoader3/Parameter> | p.direction.name = 'return')->size() <= 1",3,"CR09 && CR11 && CR10 &&"
1257,JavaGame,CR15,<InstanceType-Lifeline{707}>,self.represents.type.isTypeOf(<root/types/UMLLoader3/Class>),3,"CR16 && CR01 && CR27 &&"
1258,JavaGame,CR16,<InstanceType-Message{710}>,"self.receiveEvent.asType(<root/types/UMLLoader3/InteractionFragment>).covered->forAll(r|r.represents.type.isTypeOf(<root/types/UMLLoader3/Class>) implies r.represents.type.asType(<root/types/UMLLoader3/Class>).ownedBehavior->exists(ob| ob.asType(<root/types/UMLLoader3/StateMachine>).region->exists(re|re.asType(<root/types/UMLLoader3/Region>).transition->exists(t|t.name=self.name))))",8,"CR15 && CR17 && CR20 && CR01 && CR19 && CR13 && CR27 && CR18 &&"
1259,JavaGame,CR17,<InstanceType-Lifeline{707}>,"self.coveredBy->asList().size() > 0 implies self.coveredBy->asList()->first().asType(<root/types/UMLLoader3/InteractionFragment>).covered->isEmpty()",2,"CR16 && CR01 &&"
1260,JavaGame,CR18,<InstanceType-Operation{380}>,"allInstances(<root/types/UMLLoader3/Action>)->exists(a1: <root/types/UMLLoader3/Action>|  allInstances(<root/types/UMLLoader3/Message>)->exists(m1: <root/types/UMLLoader3/Message>| (a1.name = self.name) and (m1.name = self.name) implies a1.name = m1.name))",6,"CR16 && CR20 && CR09 && CR01 && CR19 && CR13 &&"
1261,JavaGame,CR19,<InstanceType-Message{710}>,"allInstances(<root/types/UMLLoader3/Operation>)->forAll(op:<root/types/UMLLoader3/Operation>| self.name = op.name implies not op.isAbstract)",7,"CR26 && CR16 && CR20 && CR09 && CR01 && CR13 && CR18 &&"
1262,JavaGame,CR20,<InstanceType-Message{710}>,"allInstances(<root/types/UMLLoader3/Operation>)->forAll(op:<root/types/UMLLoader3/Operation>| op.name = self.name implies ((self.visibility.name = 'public') and (op.visibility.name = 'public')) or ((self.visibility.name = 'private') and (op.visibility.name = 'private')) or ((self.visibility.name = 'protected') and (op.visibility.name = 'protected')))",7,"CR16 && CR08 && CR09 && CR01 && CR19 && CR13 && CR18 &&"
1263,JavaGame,CR21,<InstanceType-Class{379}>,"allInstances(<root/types/UMLLoader3/Activity>)->exists(at:<root/types/UMLLoader3/Activity>|self.name = at.name)",2,"CR23 && CR22 &&"
1264,JavaGame,CR22,<InstanceType-UseCase{636}>,"allInstances(<root/types/UMLLoader3/Class>)->exists(ct:<root/types/UMLLoader3/Class>| ct.name = self.name)",3,"CR21 && CR24 && CR23 &&"
1265,JavaGame,CR23,<InstanceType-InteractionFragment{706}>,"allInstances(<root/types/UMLLoader3/Class>)->exists(ct:<root/types/UMLLoader3/Class>| ct.name = self.name)",3,"CR21 && CR24 && CR22 &&"
1266,JavaGame,CR24,<InstanceType-InteractionFragment{706}>,"allInstances(<root/types/UMLLoader3/UseCase>)->exists(ut:<root/types/UMLLoader3/UseCase>| ut.name = self.name)",2,"CR23 && CR22 &&"
1267,JavaGame,CR25,<InstanceType-CreateLinkObjectAction{1005}>,"allInstances(<root/types/UMLLoader3/Association>)->forAll(at:<root/types/UMLLoader3/Association>|  at.name = self.name implies self.result = at)",0,"CR25 has no dependencies"
1268,JavaGame,CR26,<InstanceType-Class{379}>,"self.isAbstract = true implies  self.ownedOperation->forAll(o:<root/types/UMLLoader3/Operation>| o.isAbstract)",5,"CR09 && CR01 && CR19 && CR13 && CR27 &&"
1269,JavaGame,CR27,<InstanceType-Lifeline{707}>,"allInstances(<root/types/UMLLoader3/Interface>)->forAll(it:<root/types/UMLLoader3/Interface>| self <> it implies allInstances(<root/types/UMLLoader3/Class>)->select(ct:<root/types/UMLLoader3/Class>| ct.isAbstract)->forAll(ab:<root/types/UMLLoader3/Class>| ab <> self.represents.type))",4,"CR15 && CR26 && CR16 && CR01 &&"
1270,BankingProject,CR01,<InstanceType-Message{711}>,"self.receiveEvent.asType(<root/types/UMLLoader3/InteractionFragment>).covered->forAll(r|r.represents.type.isTypeOf(<root/types/UMLLoader3/Class>) implies r.represents.type.asType(<root/types/UMLLoader3/Class>).ownedOperation->exists(op| op.name=self.name))",10,"CR18 && CR13 && CR09 && CR19 && CR15 && CR26 && CR20 && CR27 && CR17 && CR16 &&"
1271,BankingProject,CR02,<InstanceType-Association{523}>,"self.memberEnd.size() > 0 implies self.memberEnd->forAll(p | p.type <> null implies p.type.namespace = self.namespace)",3,"CR04 && CR11 && CR03 &&"
1272,BankingProject,CR03,<InstanceType-Association{523}>,"self.memberEnd->forAll(p1,p2 : <root/types/UMLLoader3/Property>| p1 <> p2 implies p1.name <> p2.name)",3,"CR04 && CR05 && CR02 &&"
1273,BankingProject,CR04,<InstanceType-Association{523}>,"self.memberEnd->size() > 0 implies self.memberEnd->select(p | p.aggregation.name = 'composite')->size() <= 1 or self.memberEnd->select(m | m.aggregation.name = 'shared')->size() <= 1",3,"CR06 && CR03 && CR02 &&"
1274,BankingProject,CR05,<InstanceType-Class{379}>,"self.ownedAttribute->forAll(p1,p2:<root/types/UMLLoader3/Property> | p1 <> p2 implies p1.name <> p2.name)",1,"CR03 &&"
1275,BankingProject,CR06,<InstanceType-Property{359}>,"(self.association <> null and self.aggregation.name='composite') implies (self.upper >= 0 and self.upper <= 1)",2,"CR04 && CR08 &&"
1276,BankingProject,CR07,<InstanceType-Package{327}>,"self.packagedElement->forAll(e1,e2:<root/types/UMLLoader3/PackageableElement> | (e1 <> e2) and (e1.name <> '' and e2.name <> '') implies (e1.name <> e2.name))",0,"CR07 has no dependencies"
1277,BankingProject,CR08,<InstanceType-Interface{386}>,"self.ownedAttribute->forAll(pr: <root/types/UMLLoader3/Property>| pr.association <> null or pr.visibility.name = 'public') and self.ownedOperation->forAll(o:<root/types/UMLLoader3/Operation>| o.visibility.name = 'public')",2,"CR06 && CR20 &&"
1278,BankingProject,CR09,<InstanceType-Class{379}>,"self.ownedOperation->forAll( o1,o2 : <root/types/UMLLoader3/Operation> | o1 <> o2 implies (o1.name <> o2.name or o1.ownedParameter->size() <> o2.ownedParameter->size() or o1.ownedParameter->exists(t1:<root/types/UMLLoader3/Type> | o2.ownedParameter->excludes(t1)) or o2.ownedParameter->exists(t2:<root/types/UMLLoader3/Type> | o1.ownedParameter->excludes(t2))))",9,"CR18 && CR13 && CR14 && CR01 && CR11 && CR19 && CR26 && CR20 && CR10 &&"
1279,BankingProject,CR10,<InstanceType-Operation{380}>,"self.ownedParameter->forAll(p1,p2:<root/types/UMLLoader3/Parameter>| p1 <> p2 implies p1.name <> p2.name)",3,"CR09 && CR14 && CR11 &&"
1280,BankingProject,CR11,<InstanceType-Operation{380}>,"self.ownedParameter->forAll(p:<root/types/UMLLoader3/Parameter>|p.type <> null and self.owner.isTypeOf(<root/types/UMLLoader3/Class>) implies (p.type.namespace = self.owner.asType(<root/types/UMLLoader3/Class>).namespace))",4,"CR09 && CR14 && CR10 && CR02 &&"
1281,BankingProject,CR12,<InstanceType-Generalization{621}>,"self.source->forAll(e1: <root/types/UMLLoader3/Element> | e1.isKindOf(<root/types/UMLLoader3/NamedElement>) implies self.target->forAll(e2 : <root/types/UMLLoader3/Element> | e2.isKindOf(<root/types/UMLLoader3/NamedElement>) and e1.asType(<root/types/UMLLoader3/NamedElement>).namespace = e2.asType(<root/types/UMLLoader3/NamedElement> ).namespace))",0,"CR12 has no dependencies"
1282,BankingProject,CR13,<InstanceType-Transition{483}>,"let classifier : <root/types/UMLLoader3/BehavioredClassifier> = self.owner.asType(<root/types/UMLLoader3/Region>).stateMachine.context in (self.owner.asType(<root/types/UMLLoader3/Region>).stateMachine <> null implies classifier.isTypeOf(<root/types/UMLLoader3/Class>) implies classifier.asType(<root/types/UMLLoader3/Class>).ownedOperation->exists(o:<root/types/UMLLoader3/Operation> | o.name = self.name))",7,"CR18 && CR09 && CR01 && CR19 && CR26 && CR20 && CR16 &&"
1283,BankingProject,CR14,<InstanceType-Operation{380}>,"self.ownedParameter->select(p : <root/types/UMLLoader3/Parameter> | p.direction.name = 'return')->size() <= 1",3,"CR09 && CR11 && CR10 &&"
1284,BankingProject,CR15,<InstanceType-Lifeline{708}>,self.represents.type.isTypeOf(<root/types/UMLLoader3/Class>),3,"CR01 && CR27 && CR16 &&"
1285,BankingProject,CR16,<InstanceType-Message{711}>,"self.receiveEvent.asType(<root/types/UMLLoader3/InteractionFragment>).covered->forAll(r|r.represents.type.isTypeOf(<root/types/UMLLoader3/Class>) implies r.represents.type.asType(<root/types/UMLLoader3/Class>).ownedBehavior->exists(ob| ob.asType(<root/types/UMLLoader3/StateMachine>).region->exists(re|re.asType(<root/types/UMLLoader3/Region>).transition->exists(t|t.name=self.name))))",8,"CR18 && CR13 && CR01 && CR19 && CR15 && CR20 && CR27 && CR17 &&"
1286,BankingProject,CR17,<InstanceType-Lifeline{708}>,"self.coveredBy->asList().size() > 0 implies self.coveredBy->asList()->first().asType(<root/types/UMLLoader3/InteractionFragment>).covered->isEmpty()",2,"CR01 && CR16 &&"
1287,BankingProject,CR18,<InstanceType-Operation{380}>,"allInstances(<root/types/UMLLoader3/Action>)->exists(a1: <root/types/UMLLoader3/Action>|  allInstances(<root/types/UMLLoader3/Message>)->exists(m1: <root/types/UMLLoader3/Message>| (a1.name = self.name) and (m1.name = self.name) implies a1.name = m1.name))",6,"CR13 && CR09 && CR01 && CR19 && CR20 && CR16 &&"
1288,BankingProject,CR19,<InstanceType-Message{711}>,"allInstances(<root/types/UMLLoader3/Operation>)->forAll(op:<root/types/UMLLoader3/Operation>| self.name = op.name implies not op.isAbstract)",7,"CR18 && CR13 && CR09 && CR01 && CR26 && CR20 && CR16 &&"
1289,BankingProject,CR20,<InstanceType-Message{711}>,"allInstances(<root/types/UMLLoader3/Operation>)->forAll(op:<root/types/UMLLoader3/Operation>| op.name = self.name implies ((self.visibility.name = 'public') and (op.visibility.name = 'public')) or ((self.visibility.name = 'private') and (op.visibility.name = 'private')) or ((self.visibility.name = 'protected') and (op.visibility.name = 'protected')))",7,"CR18 && CR13 && CR09 && CR01 && CR08 && CR19 && CR16 &&"
